time,step-size,{crtl}.crtlInstance.valve,{wt}.wtInstance.level
0.0,0.0,false,0.0
0.1,0.1,false,0.1
0.2,0.1,false,0.2
0.30000000000000004,0.1,false,0.30000000000000004
0.4,0.1,false,0.4
0.5,0.1,false,0.5
0.6,0.1,false,0.6
0.7,0.1,false,0.7
0.7999999999999999,0.1,false,0.7999999999999999
0.8999999999999999,0.1,false,0.8999999999999999
0.9999999999999999,0.1,false,0.9999999999999999
1.0999999999999999,0.1,false,1.0999999999999999
1.2,0.1,false,1.2
1.3,0.1,false,1.3
1.4000000000000001,0.1,false,1.4000000000000001
1.5000000000000002,0.1,false,1.5000000000000002
1.6000000000000003,0.1,false,1.6000000000000003
1.7000000000000004,0.1,false,1.7000000000000004
1.8000000000000005,0.1,false,1.8000000000000005
1.9000000000000006,0.1,false,1.9000000000000006
2.0000000000000004,0.1,false,2.0000000000000004
2.1000000000000005,0.1,true,2.1000000000000005
2.2000000000000006,0.1,true,1.98129763916769
2.3000000000000007,0.1,true,1.8714325954116033
2.400000000000001,0.1,true,1.7729132688544718
2.500000000000001,0.1,true,1.6845679920181067
2.600000000000001,0.1,true,1.6053460950356113
2.700000000000001,0.1,true,1.5343054102785767
2.800000000000001,0.1,true,1.4706010673762169
2.9000000000000012,0.1,true,1.4134754453681935
3.0000000000000013,0.1,true,1.3622491624944295
3.1000000000000014,0.1,true,1.3163129964655622
3.2000000000000015,0.1,true,1.275120639123695
3.3000000000000016,0.1,true,1.2381821993263085
3.4000000000000017,0.1,true,1.205058376784636
3.5000000000000018,0.1,true,1.1753552375673202
3.600000000000002,0.1,true,1.1487195291356238
3.700000000000002,0.1,true,1.1248344791929985
3.800000000000002,0.1,true,1.1034160283857049
3.900000000000002,0.1,true,1.0842094520508665
4.000000000000002,0.1,true,1.0669863308351926
4.100000000000001,0.1,true,1.0515418341566385
4.200000000000001,0.1,true,1.0376922842018492
4.300000000000001,0.1,true,1.0252729714885673
4.4,0.1,true,1.0141361960140014
4.5,0.1,true,1.0041495106929803
4.6,0.1,true,0.995194146195522
4.699999999999999,0.1,false,0.9871635984507635
4.799999999999999,0.1,false,1.085370251246913
4.899999999999999,0.1,false,1.1853702512469149
4.999999999999998,0.1,false,1.2853702512469167
5.099999999999998,0.1,false,1.3853702512469186
5.1999999999999975,0.1,false,1.4853702512469205
5.299999999999997,0.1,false,1.5853702512469223
5.399999999999997,0.1,false,1.6853702512469242
5.4999999999999964,0.1,false,1.785370251246926
5.599999999999996,0.1,false,1.885370251246928
5.699999999999996,0.1,false,1.9853702512469298
5.799999999999995,0.1,false,2.0853702512469297
5.899999999999995,0.1,true,2.1853702512469293
5.999999999999995,0.1,true,2.057990813479575
6.099999999999994,0.1,true,1.9402056976324549
6.199999999999994,0.1,true,1.8345842015224223
6.299999999999994,0.1,true,1.7398701932176595
6.399999999999993,0.1,true,1.654937261006499
6.499999999999993,0.1,true,1.5787753172444507
6.5999999999999925,0.1,true,1.5104785856163487
6.699999999999992,0.1,true,1.4492348289489232
6.799999999999992,0.1,true,1.3943156894626723
6.8999999999999915,0.1,true,1.3450680265818855
6.999999999999991,0.1,true,1.300906149285414
7.099999999999991,0.1,true,1.2613048506193305
7.19999999999999,0.1,true,1.2257931615325621
7.29999999999999,0.1,true,1.1939487497513048
7.39999999999999,0.1,true,1.1653928970793432
7.499999999999989,0.1,true,1.1397859953904652
7.599999999999989,0.1,true,1.1168235077478643
7.699999999999989,0.1,true,1.09623234661705
7.799999999999988,0.1,true,1.077767626099203
7.899999999999988,0.1,true,1.0612097495600317
7.999999999999988,0.1,true,1.0463617980179845
8.099999999999987,0.1,true,1.0330471882325183
8.199999999999987,0.1,true,1.0211075726406165
8.299999999999986,0.1,true,1.0104009561659837
8.399999999999986,0.1,true,1.000800007504568
8.499999999999986,0.1,true,0.9921905448029265
8.599999999999985,0.1,false,0.9844701777199482
8.699999999999985,0.1,false,1.0826817235637587
8.799999999999985,0.1,false,1.1826817235637606
8.899999999999984,0.1,false,1.2826817235637624
8.999999999999984,0.1,false,1.3826817235637643
9.099999999999984,0.1,false,1.4826817235637662
9.199999999999983,0.1,false,1.582681723563768
9.299999999999983,0.1,false,1.6826817235637699
9.399999999999983,0.1,false,1.7826817235637717
9.499999999999982,0.1,false,1.8826817235637736
9.599999999999982,0.1,false,1.9826817235637755
9.699999999999982,0.1,false,2.0826817235637756
9.799999999999981,0.1,true,2.182681723563775
9.89999999999998,0.1,true,2.0555755491546517
9.99999999999998,0.1,true,1.9380398566459704
